Mapping of Comorbidities Included in the PDPM NTA Component to ICD-10-CM Codes,,,,
Overview,,,,
"The following mappings of CCs and RxCCs to ICD-10-CM codes are based on the FY 2026 Initial Risk Adjustment model software (using HCC model v22 for CCs) and the FY 2024 Midyear Risk Adjustment model software (using RxHCC v05 for RxCCs) found at https://www.cms.gov/medicare/payment/medicare-advantage-rates-statistics/risk-adjustment. New codes with values of ""N/A"" in the RxCC/CC column (column D) have been added from the latest FY 2026 ICD-10-CM addenda found at https://www.cms.gov/medicare/coding-billing/icd-10-codes and were assigned to NTA comorbidities that share the same code family (i.e. the first 3 digits) to ensure the established NTA comorbidities are up to date. The FY 2026 ICD-10-CM addenda is also used to add new codes if they belong to the Endocarditis comorbidity and to confirm if any existing codes become unbillable and need to be removed from the existing NTA mappings.",,,,
No data,,,,
Sort Order,Comorbidity Description,RxCC/CC,ICD-10-CM Code,ICD-10-CM Code Description
This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell
1377,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.10 ,"Thrombotic microangiopathy, unspecified "
1378,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.19 ,Other thrombotic microangiopathy 
1379,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.2 ,Lethal midline granuloma 
1380,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.30 ,Wegener's granulomatosis without renal involvement 
1381,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.31 ,Wegener's granulomatosis with renal involvement 
1382,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.4 ,Aortic arch syndrome [Takayasu] 
1383,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.5 ,Giant cell arteritis with polymyalgia rheumatica 
1384,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.6 ,Other giant cell arteritis 
1385,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M31.7 ,Microscopic polyangiitis 
1386,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.0 ,Drug-induced systemic lupus erythematosus 
1387,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.10 ,"Systemic lupus erythematosus, organ or system involvement unspecified "
1388,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.11 ,Endocarditis in systemic lupus erythematosus 
1389,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.12 ,Pericarditis in systemic lupus erythematosus 
1390,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.13 ,Lung involvement in systemic lupus erythematosus 
1391,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.14 ,Glomerular disease in systemic lupus erythematosus 
1392,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.15 ,Tubulo-interstitial nephropathy in systemic lupus erythematosus 
1393,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.19 ,Other organ or system involvement in systemic lupus erythematosus 
1394,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.8 ,Other forms of systemic lupus erythematosus 
1395,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M32.9 ,"Systemic lupus erythematosus, unspecified "
1396,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.00 ,"Juvenile dermatomyositis, organ involvement unspecified "
1397,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.01 ,Juvenile dermatomyositis with respiratory involvement 
1398,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.02 ,Juvenile dermatomyositis with myopathy 
1399,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.03 ,Juvenile dermatomyositis without myopathy 
1400,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.09 ,Juvenile dermatomyositis with other organ involvement 
1401,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.10 ,"Other dermatomyositis, organ involvement unspecified "
1402,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.11 ,Other dermatomyositis with respiratory involvement 
1403,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.12 ,Other dermatomyositis with myopathy 
1404,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.13 ,Other dermatomyositis without myopathy 
1405,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.19 ,Other dermatomyositis with other organ involvement 
1406,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.20 ,"Polymyositis, organ involvement unspecified "
1407,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.21 ,Polymyositis with respiratory involvement 
1408,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.22 ,Polymyositis with myopathy 
1409,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.29 ,Polymyositis with other organ involvement 
1410,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.90 ,"Dermatopolymyositis, unspecified, organ involvement unspecified "
1411,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.91 ,"Dermatopolymyositis, unspecified with respiratory involvement "
1412,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.92 ,"Dermatopolymyositis, unspecified with myopathy "
1413,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.93 ,"Dermatopolymyositis, unspecified without myopathy "
1414,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M33.99 ,"Dermatopolymyositis, unspecified with other organ involvement "
1415,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.00 ,"Sjogren syndrome, unspecified "
1416,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.01 ,Sjogren syndrome with keratoconjunctivitis 
1417,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.03 ,Sjogren syndrome with myopathy 
1418,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.02 ,Sjogren syndrome with lung involvement 
1419,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.04 ,Sjogren syndrome with tubulo-interstitial nephropathy 
1420,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.05 ,Sjogren syndrome with inflammatory arthritis 
1421,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.06 ,Sjogren syndrome with peripheral nervous system involvement 
1422,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.07 ,Sjogren syndrome with central nervous system involvement 
1423,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.08 ,Sjogren syndrome with gastrointestinal involvement 
1424,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.09 ,Sjogren syndrome with other organ involvement 
1425,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.0A ,Sjogren syndrome with glomerular disease 
1426,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.0B ,Sjogren syndrome with vasculitis 
1427,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.0C ,Sjogren syndrome with dental involvement 
1428,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.1 ,Other overlap syndromes 
1429,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.5 ,Multifocal fibrosclerosis 
1430,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.89 ,Other specified systemic involvement of connective tissue 
1431,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M35.9 ,"Systemic involvement of connective tissue, unspecified "
1432,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M36.0 ,Dermato(poly)myositis in neoplastic disease 
1433,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M36.8 ,Systemic disorders of connective tissue in other diseases classified elsewhere 
1434,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A0 ,Non-radiographic axial spondyloarthritis of unspecified sites in spine 
1435,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A1 ,Non-radiographic axial spondyloarthritis of occipito-atlanto-axial region 
1436,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A2 ,Non-radiographic axial spondyloarthritis of cervical region 
1437,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A3 ,Non-radiographic axial spondyloarthritis of cervicothoracic region 
1438,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A4 ,Non-radiographic axial spondyloarthritis of thoracic region 
1439,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A5 ,Non-radiographic axial spondyloarthritis of thoracolumbar region 
1440,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A6 ,Non-radiographic axial spondyloarthritis of lumbar region 
1441,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A7 ,Non-radiographic axial spondyloarthritis of lumbosacral region 
1442,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.A8 ,Non-radiographic axial spondyloarthritis of sacral and sacrococcygeal region 
1443,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.AB ,Non-radiographic axial spondyloarthritis of multiple sites in spine 
1444,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.0 ,Ankylosing spondylitis of multiple sites in spine 
1445,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.1 ,Ankylosing spondylitis of occipito-atlanto-axial region 
1446,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.2 ,Ankylosing spondylitis of cervical region 
1447,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.3 ,Ankylosing spondylitis of cervicothoracic region 
1448,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.4 ,Ankylosing spondylitis of thoracic region 
1449,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.5 ,Ankylosing spondylitis of thoracolumbar region 
1450,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.6 ,Ankylosing spondylitis lumbar region 
1451,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.7 ,Ankylosing spondylitis of lumbosacral region 
1452,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.8 ,Ankylosing spondylitis sacral and sacrococcygeal region 
1453,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M45.9 ,Ankylosing spondylitis of unspecified sites in spine 
1454,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.00 ,"Spinal enthesopathy, site unspecified "
1455,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.01 ,"Spinal enthesopathy, occipito-atlanto-axial region "
1456,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.02 ,"Spinal enthesopathy, cervical region "
1457,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.03 ,"Spinal enthesopathy, cervicothoracic region "
1458,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.04 ,"Spinal enthesopathy, thoracic region "
1459,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.05 ,"Spinal enthesopathy, thoracolumbar region "
1460,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.06 ,"Spinal enthesopathy, lumbar region "
1461,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.07 ,"Spinal enthesopathy, lumbosacral region "
1462,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.08 ,"Spinal enthesopathy, sacral and sacrococcygeal region "
1463,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.09 ,"Spinal enthesopathy, multiple sites in spine "
1464,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.1 ,"Sacroiliitis, not elsewhere classified "
1465,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.50 ,"Other infective spondylopathies, site unspecified "
1466,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.51 ,"Other infective spondylopathies, occipito-atlanto-axial region "
1467,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.52 ,"Other infective spondylopathies, cervical region "
1468,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.53 ,"Other infective spondylopathies, cervicothoracic region "
1469,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.54 ,"Other infective spondylopathies, thoracic region "
1470,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.55 ,"Other infective spondylopathies, thoracolumbar region "
1471,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.56 ,"Other infective spondylopathies, lumbar region "
1472,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.57 ,"Other infective spondylopathies, lumbosacral region "
1473,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.58 ,"Other infective spondylopathies, sacral and sacrococcygeal region "
1474,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.59 ,"Other infective spondylopathies, multiple sites in spine "
1475,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.80 ,"Other specified inflammatory spondylopathies, site unspecified "
1476,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.81 ,"Other specified inflammatory spondylopathies, occipito-atlanto-axial region "
1477,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.82 ,"Other specified inflammatory spondylopathies, cervical region "
1478,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.83 ,"Other specified inflammatory spondylopathies, cervicothoracic region "
1479,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.84 ,"Other specified inflammatory spondylopathies, thoracic region "
1480,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.85 ,"Other specified inflammatory spondylopathies, thoracolumbar region "
1481,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.86 ,"Other specified inflammatory spondylopathies, lumbar region "
1482,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.87 ,"Other specified inflammatory spondylopathies, lumbosacral region "
1483,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.88 ,"Other specified inflammatory spondylopathies, sacral and sacrococcygeal region "
1484,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.89 ,"Other specified inflammatory spondylopathies, multiple sites in spine "
1485,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.90 ,"Unspecified inflammatory spondylopathy, site unspecified "
1486,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.91 ,"Unspecified inflammatory spondylopathy, occipito-atlanto-axial region "
1487,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.92 ,"Unspecified inflammatory spondylopathy, cervical region "
1488,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.93 ,"Unspecified inflammatory spondylopathy, cervicothoracic region "
1489,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.94 ,"Unspecified inflammatory spondylopathy, thoracic region "
1490,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.95 ,"Unspecified inflammatory spondylopathy, thoracolumbar region "
1491,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.96 ,"Unspecified inflammatory spondylopathy, lumbar region "
1492,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.97 ,"Unspecified inflammatory spondylopathy, lumbosacral region "
1493,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.98 ,"Unspecified inflammatory spondylopathy, sacral and sacrococcygeal region "
1494,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M46.99 ,"Unspecified inflammatory spondylopathy, multiple sites in spine "
1495,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M48.8X1 ,"Other specified spondylopathies, occipito-atlanto-axial region "
1496,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M48.8X2 ,"Other specified spondylopathies, cervical region "
1497,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M48.8X3 ,"Other specified spondylopathies, cervicothoracic region "
1498,"Systemic Lupus Erythematosus, Other Connective Tissue Disorders, and Inflammatory Spondylopathies ",RxCC84 ,M48.8X4 ,"Other specified spondylopathies, thoracic region "
